indicator,count,percentage
plainEnumFiscalYearDeviation,66,0.5314437555358724
extendedEnumYesNoControversialWeaponsExposure,66,0.5314437555358724
plainDateSfdrDataDate,66,0.5314437555358724
sfdr,66,0.5314437555358724
plainDateFiscalYearEnd,66,0.5314437555358724
pcaf,66,0.5314437555358724
extendedEnumYesNoHumanRightsDueDiligence,65,0.5233915774216925
extendedEnumYesNoIloCoreLabourStandards,65,0.5233915774216925
extendedEnumYesNoUnGlobalCompactPrinciplesCompliancePolicy,65,0.5233915774216925
extendedEnumYesNoCorruptionLegalProceedings,64,0.5153393993075126
extendedEnumYesNoEnvironmentalPolicy,64,0.5153393993075126
extendedEnumYesNoCarbonReductionInitiatives,64,0.5153393993075126
extendedEnumYesNoHumanRightsDueDiligencePolicy,64,0.5153393993075126
extendedEnumYesNoWhistleblowerProtectionPolicy,64,0.5153393993075126
extendedEnumYesNoWaterManagementPolicy,64,0.5153393993075126
extendedDecimalScope1GhgEmissionsInTonnes,64,0.5153393993075126
extendedEnumYesNoManufactureOfAgrochemicalPesticidesProducts,64,0.5153393993075126
extendedEnumYesNoPrimaryForestAndWoodedLandOfNativeSpeciesExposure,64,0.5153393993075126
extendedEnumYesNoTransparencyDisclosurePolicy,64,0.5153393993075126
extendedEnumYesNoReportedForcedOrCompulsoryLabourIncidents,64,0.5153393993075126
extendedEnumYesNoPolicyAgainstChildLabour,64,0.5153393993075126
extendedEnumYesNoDeforestationPolicy,64,0.5153393993075126
extendedEnumYesNoPolicyAgainstDiscriminationInTheWorkplace,64,0.5153393993075126
extendedEnumYesNoIso14001Certificate,64,0.5153393993075126
extendedEnumYesNoPolicyAgainstBriberyAndCorruption,64,0.5153393993075126
extendedEnumYesNoFairCompetitionPolicy,64,0.5153393993075126
extendedEnumYesNoOecdGuidelinesForMultinationalEnterprisesGrievanceHandling,64,0.5153393993075126
extendedEnumYesNoGrievanceHandlingMechanism,64,0.5153393993075126
extendedEnumYesNoHumanRightsLegalProceedings,64,0.5153393993075126
extendedEnumYesNoTechnologiesExpertiseTransferPolicy,64,0.5153393993075126
extendedEnumYesNoViolationOfTaxRulesAndRegulation,64,0.5153393993075126
extendedEnumYesNoBiodiversityProtectionPolicy,64,0.5153393993075126
extendedDecimalBoardGenderDiversityBoardOfDirectorsInPercent,64,0.5153393993075126
extendedEnumYesNoPolicyAgainstForcedLabour,64,0.5153393993075126
extendedEnumYesNoWorkplaceAccidentPreventionPolicy,64,0.5153393993075126
extendedEnumYesNoThreatenedSpeciesExposure,64,0.5153393993075126
extendedEnumYesNoRareOrEndangeredEcosystemsExposure,64,0.5153393993075126
extendedDecimalScope1And2GhgEmissionsInTonnes,64,0.5153393993075126
extendedEnumYesNoReportedChildLabourIncidents,64,0.5153393993075126
extendedEnumYesNoTraffickingInHumanBeingsPolicy,64,0.5153393993075126
extendedEnumYesNoHumanRightsPolicy,64,0.5153393993075126
extendedDecimalScope2GhgEmissionsInTonnes,64,0.5153393993075126
extendedDecimalScope1And2And3GhgEmissionsInTonnes,64,0.5153393993075126
extendedEnumYesNoProtectedAreasExposure,64,0.5153393993075126
extendedEnumYesNoSupplierCodeOfConduct,64,0.5153393993075126
extendedEnumYesNoSustainableAgriculturePolicy,64,0.5153393993075126
extendedEnumYesNoHighWaterStressAreaExposure,64,0.5153393993075126
extendedEnumYesNoLandDegradationDesertificationSoilSealingExposure,64,0.5153393993075126
extendedEnumYesNoSustainableOceansAndSeasPolicy,64,0.5153393993075126
extendedDecimalScope3GhgEmissionsInTonnes,63,0.5072872211933328
extendedEnumYesNoFossilFuelSectorExposure,63,0.5072872211933328
extendedDecimalTotalRevenueInEUR,63,0.5072872211933328
extendedEnumFiscalYearDeviation,63,0.5072872211933328
extendedDateFiscalYearEnd,63,0.5072872211933328
customEnumEuTaxonomyReportingAssurance,63,0.5072872211933328
extendedEnumYesNoHighlyBiodiverseGrasslandExposure,63,0.5072872211933328
extendedIntegerMaleBoardMembersBoardOfDirectors,62,0.4992350430791529
extendedDecimalGhgIntensityScope2InTonnesPerMillionEURRevenue,62,0.4992350430791529
extendedDecimalGhgIntensityScope1InTonnesPerMillionEURRevenue,62,0.4992350430791529
extendedDecimalScope1And2GhgEmissionsMarketBasedInTonnes,62,0.4992350430791529
extendedDecimalRenewableEnergyConsumptionInGWh,62,0.4992350430791529
extendedEnumYesNoIsNfrdMandatory,62,0.4992350430791529
extendedDecimalScope2GhgEmissionsMarketBasedInTonnes,62,0.4992350430791529
extendedDecimalScope2GhgEmissionsLocationBasedInTonnes,62,0.4992350430791529
extendedDecimalRelativeNonRenewableEnergyConsumptionInPercent,62,0.4992350430791529
extendedIntegerFemaleBoardMembersBoardOfDirectors,62,0.4992350430791529
extendedDecimalGhgIntensityScope3InTonnesPerMillionEURRevenue,61,0.491182864964973
extendedDecimalScope1And2GhgEmissionsLocationBasedInTonnes,61,0.491182864964973
extendedDecimalGhgIntensityInTonnesPerMillionEURRevenue,61,0.491182864964973
extendedDecimalScope1And2And3GhgEmissionsMarketBasedInTonnes,61,0.491182864964973
extendedDecimalScope1And2And3GhgEmissionsLocationBasedInTonnes,60,0.4831306868507931
extendedDecimalNonRenewableEnergyConsumptionInGWh,60,0.4831306868507931
extendedDecimalHazardousAndRadioactiveWasteInTonnes,60,0.4831306868507931
extendedDecimalRelativeNonRenewableEnergyProductionInPercent,59,0.4750785087366132
extendedDecimalNonRecycledWasteInTonnes,59,0.4750785087366132
eutaxonomy-non-financials,58,0.4670263306224334
extendedCurrencyCapexEligibleShareAbsoluteShare,58,0.4670263306224334
extendedDecimalRelativeWaterUsageInCubicMetersPerMillionEURRevenue,58,0.4670263306224334
extendedDecimalOpexEligibleShareRelativeShareInPercent,58,0.4670263306224334
extendedCurrencyOpexEligibleShareAbsoluteShare,58,0.4670263306224334
extendedCurrencyTotalAmount,58,0.4670263306224334
extendedDecimalRevenueEligibleShareRelativeShareInPercent,58,0.4670263306224334
extendedDecimalNonRenewableEnergyConsumptionFossilFuelsInGWh,58,0.4670263306224334
extendedCurrencyRevenueEligibleShareAbsoluteShare,58,0.4670263306224334
extendedDecimalCapexEligibleShareRelativeShareInPercent,58,0.4670263306224334
extendedDecimalWaterConsumptionInCubicMeters,58,0.4670263306224334
extendedCurrencyOpexTotalAmount,57,0.4589741525082535
extendedEnumYesNoEuTaxonomyActivityLevelReporting,57,0.4589741525082535
extendedCurrencyCapexTotalAmount,57,0.4589741525082535
extendedDecimalNonRenewableEnergyConsumptionCrudeOilInGWh,57,0.4589741525082535
extendedDecimalNonRenewableEnergyConsumptionNaturalGasInGWh,57,0.4589741525082535
extendedDecimalBoardGenderDiversitySupervisoryBoardInPercent,57,0.4589741525082535
extendedIntegerMaleBoardMembersSupervisoryBoard,57,0.4589741525082535
extendedDecimalRateOfAccidents,57,0.4589741525082535
extendedEnumYesNoFairBusinessMarketingAdvertisingPolicy,56,0.4509219743940736
extendedDecimalScope3UpstreamGhgEmissionsInTonnes,56,0.4509219743940736
extendedDecimalRevenueAlignedShareRelativeShareInPercent,56,0.4509219743940736
extendedEnumYesNoNaScopeOfEntities,56,0.4509219743940736
extendedDecimalEmissionsToWaterInTonnes,56,0.4509219743940736
extendedDecimalNonRenewableEnergyConsumptionOtherInGWh,56,0.4509219743940736
extendedCurrencyRevenueAlignedShareAbsoluteShare,56,0.4509219743940736
extendedDecimalUnadjustedGenderPayGapInPercent,56,0.4509219743940736
extendedIntegerFemaleBoardMembersSupervisoryBoard,56,0.4509219743940736
extendedDecimalScope3DownstreamGhgEmissionsInTonnes,56,0.4509219743940736
extendedDecimalCapexNonEligibleShareRelativeShareInPercent,55,0.44286979627989376
extendedEuTaxonomyNonAlignedActivitiesComponentOpexNonAlignedActivities,55,0.44286979627989376
extendedDecimalRevenueNonEligibleShareRelativeShareInPercent,55,0.44286979627989376
extendedDecimalNumberOfEmployees,55,0.44286979627989376
extendedCurrencyCapexNonEligibleShareAbsoluteShare,55,0.44286979627989376
extendedEuTaxonomyAlignedActivitiesComponentOpexAlignedActivities,55,0.44286979627989376
extendedDecimalCapexAlignedShareRelativeShareInPercent,55,0.44286979627989376
extendedCurrencyCapexAlignedShareAbsoluteShare,55,0.44286979627989376
extendedDecimalOpexNonAlignedShareRelativeShareInPercent,55,0.44286979627989376
extendedCurrencyOpexAlignedShareAbsoluteShare,55,0.44286979627989376
extendedDecimalRevenueNonAlignedShareRelativeShareInPercent,55,0.44286979627989376
extendedCurrencyRevenueNonAlignedShareAbsoluteShare,55,0.44286979627989376
extendedDecimalOpexAlignedShareRelativeShareInPercent,55,0.44286979627989376
extendedCurrencyOpexNonEligibleShareAbsoluteShare,55,0.44286979627989376
extendedCurrencyOpexNonAlignedShareAbsoluteShare,55,0.44286979627989376
extendedEnumYesNoSecuritiesNotCertifiedAsGreen,55,0.44286979627989376
extendedDecimalWorkdaysLostInDays,55,0.44286979627989376
extendedDecimalOpexNonEligibleShareRelativeShareInPercent,55,0.44286979627989376
extendedEuTaxonomyAlignedActivitiesComponentCapexAlignedActivities,55,0.44286979627989376
extendedCurrencyRevenueNonEligibleShareAbsoluteShare,55,0.44286979627989376
extendedCurrencyCapexNonAlignedShareAbsoluteShare,55,0.44286979627989376
extendedDecimalCapexNonAlignedShareRelativeShareInPercent,55,0.44286979627989376
extendedEuTaxonomyNonAlignedActivitiesComponentCapexNonAlignedActivities,54,0.43481761816571385
extendedEuTaxonomyAlignedActivitiesComponentRevenueAlignedActivities,54,0.43481761816571385
extendedDecimalRevenueSubstantialContributionToSustainableUseAndProtectionOfWaterAndMarineResourcesInPercentAligned,53,0.426765440051534
extendedDecimalCapexSubstantialContributionToPollutionPreventionAndControlInPercentAligned,53,0.426765440051534
extendedDecimalCapexSubstantialContributionToProtectionAndRestorationOfBiodiversityAndEcosystemsInPercentAligned,53,0.426765440051534
extendedDecimalCapexSubstantialContributionToClimateChangeMitigationInPercentAligned,53,0.426765440051534
extendedDecimalRevenueSubstantialContributionToTransitionToACircularEconomyInPercentAligned,53,0.426765440051534
extendedDecimalRevenueEnablingShareInPercent,53,0.426765440051534
extendedDecimalRevenueSubstantialContributionToClimateChangeMitigationInPercentAligned,53,0.426765440051534
extendedDecimalRevenueSubstantialContributionToProtectionAndRestorationOfBiodiversityAndEcosystemsInPercentAligned,53,0.426765440051534
extendedDecimalRevenueSubstantialContributionToClimateChangeAdaptationInPercentAligned,53,0.426765440051534
extendedDecimalRevenueSubstantialContributionToPollutionPreventionAndControlInPercentAligned,53,0.426765440051534
extendedDecimalCapexSubstantialContributionToClimateChangeAdaptationInPercentAligned,53,0.426765440051534
extendedDecimalRevenueTransitionalShareInPercent,53,0.426765440051534
extendedEuTaxonomyNonAlignedActivitiesComponentRevenueNonAlignedActivities,53,0.426765440051534
extendedDecimalCapexEnablingShareInPercent,53,0.426765440051534
extendedDecimalCapexSubstantialContributionToTransitionToACircularEconomyInPercentAligned,53,0.426765440051534
extendedDecimalRenewableEnergyProductionInGWh,53,0.426765440051534
extendedDecimalCapexSubstantialContributionToSustainableUseAndProtectionOfWaterAndMarineResourcesInPercentAligned,53,0.426765440051534
extendedDecimalOpexSubstantialContributionToTransitionToACircularEconomyInPercentAligned,53,0.426765440051534
extendedDecimalOpexSubstantialContributionToPollutionPreventionAndControlInPercentAligned,53,0.426765440051534
extendedDecimalOpexTransitionalShareInPercent,53,0.426765440051534
extendedDecimalOpexSubstantialContributionToProtectionAndRestorationOfBiodiversityAndEcosystemsInPercentAligned,53,0.426765440051534
extendedDecimalOpexSubstantialContributionToSustainableUseAndProtectionOfWaterAndMarineResourcesInPercentAligned,53,0.426765440051534
extendedDecimalOpexSubstantialContributionToClimateChangeAdaptationInPercentAligned,53,0.426765440051534
extendedDecimalOpexSubstantialContributionToClimateChangeMitigationInPercentAligned,53,0.426765440051534
extendedDecimalOpexEnablingShareInPercent,53,0.426765440051534
extendedDecimalNonRenewableEnergyConsumptionCoalInGWh,53,0.426765440051534
extendedDecimalCapexTransitionalShareInPercent,53,0.426765440051534
extendedDecimalRevenueSubstantialContributionToClimateChangeAdaptationInPercentEnablingShare,52,0.4187132619373541
extendedDecimalRevenueSubstantialContributionToClimateChangeAdaptationInPercentEligible,52,0.4187132619373541
extendedDecimalRevenueSubstantialContributionToSustainableUseAndProtectionOfWaterAndMarineResourcesInPercentEligible,52,0.4187132619373541
extendedIntegerReportedConvictionsOfBriberyAndCorruption,52,0.4187132619373541
extendedDecimalRevenueSubstantialContributionToSustainableUseAndProtectionOfWaterAndMarineResourcesInPercentEnablingShare,52,0.4187132619373541
extendedDecimalCapexSubstantialContributionToTransitionToACircularEconomyInPercentEnablingShare,52,0.4187132619373541
extendedDecimalCapexSubstantialContributionToClimateChangeAdaptationInPercentEnablingShare,52,0.4187132619373541
extendedDecimalCapexSubstantialContributionToSustainableUseAndProtectionOfWaterAndMarineResourcesInPercentEnablingShare,52,0.4187132619373541
extendedDecimalCapexSubstantialContributionToProtectionAndRestorationOfBiodiversityAndEcosystemsInPercentEnablingShare,52,0.4187132619373541
extendedDecimalCapexSubstantialContributionToClimateChangeAdaptationInPercentEligible,52,0.4187132619373541
extendedDecimalCapexSubstantialContributionToClimateChangeMitigationInPercentTransitionalShare,52,0.4187132619373541
extendedDecimalCapexSubstantialContributionToClimateChangeMitigationInPercentEnablingShare,52,0.4187132619373541
extendedDecimalCapexSubstantialContributionToClimateChangeMitigationInPercentEligible,52,0.4187132619373541
extendedDecimalRevenueSubstantialContributionToProtectionAndRestorationOfBiodiversityAndEcosystemsInPercentEnablingShare,52,0.4187132619373541
extendedDecimalRevenueSubstantialContributionToProtectionAndRestorationOfBiodiversityAndEcosystemsInPercentEligible,52,0.4187132619373541
extendedDecimalRevenueSubstantialContributionToPollutionPreventionAndControlInPercentEnablingShare,52,0.4187132619373541
extendedDecimalCapexSubstantialContributionToTransitionToACircularEconomyInPercentEligible,52,0.4187132619373541
extendedDecimalRevenueSubstantialContributionToPollutionPreventionAndControlInPercentEligible,52,0.4187132619373541
extendedDecimalRevenueSubstantialContributionToClimateChangeMitigationInPercentEnablingShare,52,0.4187132619373541
extendedDecimalCapexSubstantialContributionToProtectionAndRestorationOfBiodiversityAndEcosystemsInPercentEligible,52,0.4187132619373541
extendedDecimalCapexSubstantialContributionToSustainableUseAndProtectionOfWaterAndMarineResourcesInPercentEligible,52,0.4187132619373541
extendedDecimalRevenueSubstantialContributionToTransitionToACircularEconomyInPercentEnablingShare,52,0.4187132619373541
extendedDecimalRevenueSubstantialContributionToTransitionToACircularEconomyInPercentEligible,52,0.4187132619373541
extendedDecimalRevenueSubstantialContributionToClimateChangeMitigationInPercentTransitionalShare,52,0.4187132619373541
extendedDecimalCapexSubstantialContributionToPollutionPreventionAndControlInPercentEligible,52,0.4187132619373541
extendedDecimalCapexSubstantialContributionToPollutionPreventionAndControlInPercentEnablingShare,52,0.4187132619373541
extendedDecimalExcessiveCeoPayRatio,52,0.4187132619373541
extendedIntegerSanctionedIncidentsOfDiscrimination,52,0.4187132619373541
extendedIntegerReportedIncidentsOfDiscrimination,52,0.4187132619373541
extendedDecimalNonRenewableEnergyConsumptionNuclearEnergyInGWh,52,0.4187132619373541
extendedDecimalNonRenewableEnergyProductionInGWh,52,0.4187132619373541
extendedDecimalRevenueSubstantialContributionToClimateChangeMitigationInPercentEligible,52,0.4187132619373541
extendedDecimalWaterReusedInCubicMeters,51,0.4106610838231742
extendedIntegerNumberOfReportedIncidentsOfHumanRightsViolations,51,0.4106610838231742
extendedDecimalEmissionsOfOzoneDepletionSubstancesInTonnes,50,0.4026089057089943
extendedDecimalEmissionsOfAirPollutantsInTonnes,50,0.4026089057089943
extendedDecimalNonRenewableEnergyConsumptionLigniteInGWh,49,0.3945567275948144
extendedDecimalEmissionsOfInorganicPollutantsInTonnes,49,0.3945567275948144
extendedCurrencyAverageGrossHourlyEarningsFemaleEmployees,48,0.3865045494806345
extendedDecimalEnterpriseValueInEUR,48,0.3865045494806345
extendedCurrencyAverageGrossHourlyEarningsMaleEmployees,48,0.3865045494806345
extendedCurrencyTotalAmountOfReportedFinesOfBriberyAndCorruption,48,0.3865045494806345
extendedDecimalCarbonFootprintInTonnesPerMillionEUREnterpriseValue,48,0.3865045494806345
extendedIntegerCasesOfInsufficientActionAgainstBriberyAndCorruption,48,0.3865045494806345
extendedDecimalTotalHighImpactClimateSectorEnergyConsumptionInGWh,39,0.31403494645301555
extendedDecimalGhgIntensityScope4InTonnesPerMillionEURRevenue,39,0.31403494645301555
extendedDecimalScope4GhgEmissionsInTonnes,39,0.31403494645301555
extendedEnumYesNoOecdGuidelinesForMultinationalEnterprisesCompliancePolicy,28,0.2254609871970368
extendedEnumYesNoNuclearEnergyRelatedActivitiesSection428,26,0.20935663096867704
extendedEnumYesNoFossilGasRelatedActivitiesSection429,26,0.20935663096867704
extendedEnumYesNoNuclearEnergyRelatedActivitiesSection427,26,0.20935663096867704
extendedEnumYesNoNuclearEnergyRelatedActivitiesSection426,26,0.20935663096867704
nuclear-and-gas,26,0.20935663096867704
extendedEnumYesNoFossilGasRelatedActivitiesSection430,26,0.20935663096867704
extendedEnumYesNoFossilGasRelatedActivitiesSection431,26,0.20935663096867704
extendedDecimalCapexSubstantialContributionToProtectionAndRestorationOfBiodiversityAndEcosystemsInPercentOfWhichUseOfProceeds,19,0.15299138416941782
extendedDecimalCapexSubstantialContributionToPollutionPreventionAndControlInPercentOfWhichUseOfProceeds,19,0.15299138416941782
extendedDecimalRevenueSubstantialContributionToPollutionPreventionAndControlInPercentOfWhichUseOfProceeds,19,0.15299138416941782
extendedDecimalCapexSubstantialContributionToTransitionToACircularEconomyInPercentOfWhichUseOfProceeds,19,0.15299138416941782
extendedDecimalRevenueSubstantialContributionToClimateChangeMitigationInPercentOfWhichUseOfProceeds,19,0.15299138416941782
extendedDecimalRevenueSubstantialContributionToSustainableUseAndProtectionOfWaterAndMarineResourcesInPercentOfWhichUseOfProceeds,19,0.15299138416941782
extendedDecimalRevenueSubstantialContributionToTransitionToACircularEconomyInPercentOfWhichUseOfProceeds,19,0.15299138416941782
extendedDecimalRevenueSubstantialContributionToClimateChangeAdaptationInPercentOfWhichUseOfProceeds,19,0.15299138416941782
extendedDecimalRevenueSubstantialContributionToProtectionAndRestorationOfBiodiversityAndEcosystemsInPercentOfWhichUseOfProceeds,19,0.15299138416941782
extendedDecimalCapexSubstantialContributionToClimateChangeMitigationInPercentOfWhichUseOfProceeds,19,0.15299138416941782
extendedDecimalCapexSubstantialContributionToClimateChangeAdaptationInPercentOfWhichUseOfProceeds,19,0.15299138416941782
extendedDecimalCapexSubstantialContributionToSustainableUseAndProtectionOfWaterAndMarineResourcesInPercentOfWhichUseOfProceeds,19,0.15299138416941782
extendedDecimalFinancedScope3Emissions,15,0.12078267171269827
extendedDecimalFinancedScope1AndScope2Emissions,14,0.1127304935985184
extendedNuclearAndGasAlignedNumeratorComponentNuclearAndGasTaxonomyAlignedCapexNumerator,9,0.07246960302761897
